Match,Teams,Auto Leave,Auto Coral L4,Auto Coral L3,Auto Coral L2,Auto Coral L1,Teleop Coral L4,Teleop Coral L3,Teleop Coral L2,Teleop Coral L1,Processor Algae,Net Algae,Endgame,Fouls,Adjustments,Total Score,Result
Quals 38 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,10523,3,4.24,0.00,1.20,0.92,7.56,6.08,5.44,1.84,7.28,2.40,12,0.00,0.00,51.96,Win
Quals 38 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,10486,3,1.98,0.00,0.00,0.00,2.15,3.40,1.72,0.30,1.72,1.72,0,0.00,0.00,15.99,Loss
Quals 38 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,10541,3,7.42,0.00,0.00,0.00,8.07,12.75,6.45,1.13,6.45,6.45,2,0.00,0.00,53.72,Loss
Quals 38 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6940,3,4.40,0.00,0.00,0.00,4.78,7.55,3.82,0.67,3.82,3.82,12,0.00,0.00,43.86,Loss
Quals 39 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,7002,3,0.00,0.00,0.00,0.00,0.00,0.00,1.12,0.20,1.12,0.73,2,-0.56,0.00,7.61,Loss
Quals 39 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,5849,0,0.00,0.00,0.00,0.00,0.00,0.00,4.48,0.78,4.48,2.91,0,-2.24,0.00,10.41,Loss
Quals 39 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,9991,3,0.00,0.00,0.00,0.00,0.00,0.00,6.40,1.12,6.40,4.16,2,-3.20,0.00,19.88,Loss
Quals 39 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,9635,0,4.48,0.00,0.00,0.00,11.30,6.43,4.87,4.48,3.90,2.53,2,-1.95,0.00,38.04,Win
Quals 39 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,9993,3,6.97,0.00,0.00,0.00,17.57,10.00,7.57,6.97,6.06,3.94,12,-3.03,0.00,71.05,Win
Quals 39 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,8015,3,2.35,0.00,0.00,0.00,5.93,3.37,2.56,2.35,2.05,1.33,12,-1.02,0.00,33.92,Win
