Match,Teams,Auto Leave,Auto Coral L4,Auto Coral L3,Auto Coral L2,Auto Coral L1,Teleop Coral L4,Teleop Coral L3,Teleop Coral L2,Teleop Coral L1,Processor Algae,Net Algae,Endgame,Fouls,Adjustments,Total Score,Result
Quals 19 - Shanghai Regional 2025,7522,3,4.6,0,0,0,18.2,5.3,1,0,0,0,2,-2,0,32.1,Loss
Quals 19 - Shanghai Regional 2025,10214,3,4.6,0,0,0,18.2,5.3,1,0,0,0,0,-2,0,30.1,Loss
Quals 20 - Shanghai Regional 2025,6394,3,9.2,0,0,0,19.8,10.6,1,0.7,7.9,0,2,-2,0,52.2,Loss
Quals 20 - Shanghai Regional 2025,5516,3,9.2,0,0,0,19.8,10.6,1,0.7,7.9,0,0,-2,0,50.2,Loss
Quals 20 - Shanghai Regional 2025,6766,3,9.2,0,0,0,19.8,10.6,1,0.7,7.9,0,2,-2,0,52.2,Loss
Quals 20 - Shanghai Regional 2025,6487,3,9.2,0,0,0,13.2,7.9,5,5.3,0,5.3,2,0,0,50.9,Win
Quals 20 - Shanghai Regional 2025,10016,3,9.2,0,0,0,13.2,7.9,5,5.3,0,5.3,0,0,0,48.9,Win
Quals 20 - Shanghai Regional 2025,6940,3,9.2,0,0,0,13.2,7.9,5,5.3,0,5.3,12,0,0,60.9,Win
Quals 22 - Shanghai Regional 2025,10131,3,0,0,1.3,1,13.2,4,1,0.7,0,0,2,-0.7,0,25.5,Loss
Quals 22 - Shanghai Regional 2025,5849,3,0,0,1.3,1,13.2,4,1,0.7,0,0,0,-0.7,0,23.5,Loss
Quals 22 - Shanghai Regional 2025,6907,3,0,0,1.3,1,13.2,4,1,0.7,0,0,2,-0.7,0,25.5,Loss
Quals 22 - Shanghai Regional 2025,10120,3,0,0,0,2,13.2,5.3,1,0,0,0,2,0,0,26.5,Win
Quals 22 - Shanghai Regional 2025,6353,3,0,0,0,2,13.2,5.3,1,0,0,0,2,0,0,26.5,Win
Quals 22 - Shanghai Regional 2025,9597,3,0,0,0,2,13.2,5.3,1,0,0,0,0,0,0,24.5,Win
Quals 23 - Shanghai Regional 2025,5449,3,6.9,0,0,0,8.2,6.6,5,2,2,0,12,0,0,45.7,Win
Quals 23 - Shanghai Regional 2025,7413,3,6.9,0,0,0,8.2,6.6,5,2,2,0,2,0,0,35.7,Win
Quals 23 - Shanghai Regional 2025,10541,3,6.9,0,0,0,8.2,6.6,5,2,2,0,0,0,0,33.7,Win
Quals 23 - Shanghai Regional 2025,7047,3,2.3,0,0,0,8.2,0,0,0.7,0,1.3,2,0,0,17.5,Loss
Quals 23 - Shanghai Regional 2025,8015,3,2.3,0,0,0,8.2,0,0,0.7,0,1.3,2,0,0,17.5,Loss
Quals 23 - Shanghai Regional 2025,7002,3,2.3,0,0,0,8.2,0,0,0.7,0,1.3,0,0,0,15.5,Loss
Quals 24 - Shanghai Regional 2025,10479,3,0,0,0,0,9.9,0,0,0,2,2.6,2,-2,0,17.5,Loss
Quals 24 - Shanghai Regional 2025,10486,3,0,0,0,0,9.9,0,0,0,2,2.6,2,-2,0,17.5,Loss
Quals 24 - Shanghai Regional 2025,6494,0,0,0,0,0,9.9,0,0,0,2,2.6,2,-2,0,14.5,Loss
Quals 24 - Shanghai Regional 2025,6414,3,2.3,0,0,0,9.9,6.6,1,2,4,1.3,2,0,0,32.1,Win
Quals 24 - Shanghai Regional 2025,9599,3,2.3,0,0,0,9.9,6.6,1,2,4,1.3,0,0,0,30.1,Win
Quals 24 - Shanghai Regional 2025,5515,3,2.3,0,0,0,9.9,6.6,1,2,4,1.3,0,0,0,30.1,Win
Quals 26 - Shanghai Regional 2025,8011,3,2.3,0,0,0,5,0,0,0,0,0,12,-0.7,0,21.6,Loss
Quals 26 - Shanghai Regional 2025,6766,3,2.3,0,0,0,5,0,0,0,0,0,0,-0.7,0,9.6,Loss
Quals 26 - Shanghai Regional 2025,6304,3,2.3,0,0,0,5,0,0,0,0,0,2,-0.7,0,11.6,Loss
Quals 26 - Shanghai Regional 2025,9635,3,4.6,0,0,0,16.5,9.2,0,0.7,0,5.3,0,-0.7,0,38.6,Win
Quals 26 - Shanghai Regional 2025,10438,3,4.6,0,0,0,16.5,9.2,0,0.7,0,5.3,2,-0.7,0,40.6,Win
Quals 26 - Shanghai Regional 2025,6706,3,4.6,0,0,0,16.5,9.2,0,0.7,0,5.3,0,-0.7,0,38.6,Win
Quals 27 - Shanghai Regional 2025,5516,3,6.9,0,0,1,8.2,5.3,0,1.3,0,0,2,0,0,27.7,Win
Quals 27 - Shanghai Regional 2025,5823,3,6.9,0,0,1,8.2,5.3,0,1.3,0,0,2,0,0,27.7,Win
Quals 27 - Shanghai Regional 2025,8810,3,6.9,0,0,1,8.2,5.3,0,1.3,0,0,2,0,0,27.7,Win
Quals 27 - Shanghai Regional 2025,7738,3,2.3,0,0,0,16.5,0,0,1.3,0,0,2,0,0,25.1,Loss
Quals 27 - Shanghai Regional 2025,9597,3,2.3,0,0,0,16.5,0,0,1.3,0,0,0,0,0,23.1,Loss
Quals 27 - Shanghai Regional 2025,10131,3,2.3,0,0,0,16.5,0,0,1.3,0,0,2,0,0,25.1,Loss
Quals 30 - Shanghai Regional 2025,7522,3,6.9,0,0,0,19.8,6.6,0,0.7,0,0,2,-2,0,37,Win
Quals 30 - Shanghai Regional 2025,6487,3,6.9,0,0,0,19.8,6.6,0,0.7,0,0,2,-2,0,37,Win
Quals 30 - Shanghai Regional 2025,5849,3,6.9,0,0,0,19.8,6.6,0,0.7,0,0,2,-2,0,37,Win
Quals 30 - Shanghai Regional 2025,5449,3,4.6,0,0,0,16.5,5.3,0,0,0,0,12,0,0,41.4,Loss
Quals 30 - Shanghai Regional 2025,7002,3,4.6,0,0,0,16.5,5.3,0,0,0,0,2,0,0,31.4,Loss
Quals 30 - Shanghai Regional 2025,6414,3,4.6,0,0,0,16.5,5.3,0,0,0,0,0,0,0,29.4,Loss
Quals 31 - Shanghai Regional 2025,6353,3,9.2,0,0,0,13.2,7.9,5,3.3,0,0,2,0,0,43.6,Win
Quals 31 - Shanghai Regional 2025,6766,3,9.2,0,0,0,13.2,7.9,5,3.3,0,0,2,0,0,43.6,Win
Quals 31 - Shanghai Regional 2025,6940,3,9.2,0,0,0,13.2,7.9,5,3.3,0,0,2,0,0,43.6,Win
Quals 31 - Shanghai Regional 2025,5515,3,0,0,0,0,6.6,0,0,1.3,0,0,0,0,0,10.9,Loss
Quals 31 - Shanghai Regional 2025,6494,0,0,0,0,0,6.6,0,0,1.3,0,0,0,0,0,7.9,Loss
Quals 31 - Shanghai Regional 2025,6304,3,0,0,0,0,6.6,0,0,1.3,0,0,2,0,0,12.9,Loss
Quals 32 - Shanghai Regional 2025,9599,3,2.3,0,0,1,8.2,4,4,3.3,2,0,0,0,0,27.8,Win
Quals 32 - Shanghai Regional 2025,10120,3,2.3,0,0,1,8.2,4,4,3.3,2,0,12,0,0,39.8,Win
Quals 32 - Shanghai Regional 2025,5823,3,2.3,0,0,1,8.2,4,4,3.3,2,0,2,0,0,29.8,Win
Quals 32 - Shanghai Regional 2025,8810,3,0,0,0,0,3.3,1.3,0,0,0,1.3,0,0,0,8.9,Loss
Quals 32 - Shanghai Regional 2025,7047,3,0,0,0,0,3.3,1.3,0,0,0,1.3,2,0,0,10.9,Loss
Quals 32 - Shanghai Regional 2025,8011,3,0,0,0,0,3.3,1.3,0,0,0,1.3,0,0,0,8.9,Loss
Quals 33 - Shanghai Regional 2025,10438,3,0,0,0,0,9.9,1.3,0,0,0,2.6,2,-2.7,0,16.1,Loss
Quals 33 - Shanghai Regional 2025,6907,3,0,0,0,0,9.9,1.3,0,0,0,2.6,2,-2.7,0,16.1,Loss
Quals 33 - Shanghai Regional 2025,7594,3,0,0,0,0,9.9,1.3,0,0,0,2.6,2,-2.7,0,16.1,Loss
Quals 33 - Shanghai Regional 2025,7413,3,4.6,0,0,0,19.8,0,0,0,4,0,2,-0.7,0,32.7,Win
Quals 33 - Shanghai Regional 2025,10131,3,4.6,0,0,0,19.8,0,0,0,4,0,2,-0.7,0,32.7,Win
Quals 33 - Shanghai Regional 2025,5516,3,4.6,0,0,0,19.8,0,0,0,4,0,0,-0.7,0,30.7,Win
Quals 34 - Shanghai Regional 2025,9597,3,2.3,0,0,0,14.9,5.3,0,0,2,0,0,0,0,27.5,Loss
Quals 34 - Shanghai Regional 2025,10214,3,2.3,0,0,0,14.9,5.3,0,0,2,0,2,0,0,29.5,Loss
Quals 34 - Shanghai Regional 2025,6394,3,2.3,0,0,0,14.9,5.3,0,0,2,0,2,0,0,29.5,Loss
Quals 34 - Shanghai Regional 2025,4613,3,2.3,4,1.3,0,11.6,10.6,5,0,0,1.3,12,0,0,51.1,Win
Quals 34 - Shanghai Regional 2025,6706,3,2.3,4,1.3,0,11.6,10.6,5,0,0,1.3,0,0,0,39.1,Win
Quals 34 - Shanghai Regional 2025,10558,3,2.3,4,1.3,0,11.6,10.6,5,0,0,1.3,2,0,0,41.1,Win
Quals 37 - Shanghai Regional 2025,10120,3,0,0,0,2,19.8,6.6,0,1.3,0,5.3,2,0,0,40,Win
Quals 37 - Shanghai Regional 2025,7002,3,0,0,0,2,19.8,6.6,0,1.3,0,5.3,2,0,0,40,Win
Quals 37 - Shanghai Regional 2025,7522,3,0,0,0,2,19.8,6.6,0,1.3,0,5.3,2,0,0,40,Win
Quals 37 - Shanghai Regional 2025,6304,3,2.3,0,0,0,8.2,2.6,0,0,5.9,0,0,-2,0,20,Loss
Quals 37 - Shanghai Regional 2025,9599,3,2.3,0,0,0,8.2,2.6,0,0,5.9,0,2,-2,0,22,Loss
Quals 37 - Shanghai Regional 2025,10486,3,2.3,0,0,0,8.2,2.6,0,0,5.9,0,2,-2,0,22,Loss
Quals 38 - Shanghai Regional 2025,5823,3,0,0,0,1,3.3,9.2,0,0,0,0,2,0,0,18.5,Loss
Quals 38 - Shanghai Regional 2025,7047,3,0,0,0,1,3.3,9.2,0,0,0,0,0,0,0,16.5,Loss
Quals 38 - Shanghai Regional 2025,10438,3,0,0,0,1,3.3,9.2,0,0,0,0,2,0,0,18.5,Loss
Quals 38 - Shanghai Regional 2025,5849,3,6.9,0,0,0,11.6,0,0,0,0,0,0,0,0,21.5,Win
Quals 38 - Shanghai Regional 2025,7594,0,6.9,0,0,0,11.6,0,0,0,0,0,0,0,0,18.5,Win
Quals 38 - Shanghai Regional 2025,6940,3,6.9,0,0,0,11.6,0,0,0,0,0,0,0,0,21.5,Win
Quals 39 - Shanghai Regional 2025,8015,3,0,0,0,2,14.9,0,1,1.3,5.9,0,2,-2,0,28.1,Loss
Quals 39 - Shanghai Regional 2025,7413,3,0,0,0,2,14.9,0,1,1.3,5.9,0,2,-2,0,28.1,Loss
Quals 39 - Shanghai Regional 2025,8011,3,0,0,0,2,14.9,0,1,1.3,5.9,0,2,-2,0,28.1,Loss
Quals 39 - Shanghai Regional 2025,6487,3,2.3,0,0,0,6.6,7.9,4,3.3,0,4,0,0,0,31.1,Win
Quals 39 - Shanghai Regional 2025,10558,3,2.3,0,0,0,6.6,7.9,4,3.3,0,4,2,0,0,33.1,Win
Quals 39 - Shanghai Regional 2025,6394,3,2.3,0,0,0,6.6,7.9,4,3.3,0,4,0,0,0,31.1,Win
Quals 41 - Shanghai Regional 2025,10016,3,0,0,1.3,0,0,4,1,2,0,0,2,0,0,13.3,Loss
Quals 41 - Shanghai Regional 2025,4613,3,0,0,1.3,0,0,4,1,2,0,0,12,0,0,23.3,Loss
Quals 41 - Shanghai Regional 2025,6433,3,0,0,1.3,0,0,4,1,2,0,0,2,0,0,13.3,Loss
Quals 41 - Shanghai Regional 2025,10131,3,4.6,0,0,0,8.2,6.6,5,4,0,0,2,0,0,33.4,Win
Quals 41 - Shanghai Regional 2025,6941,3,4.6,0,0,0,8.2,6.6,5,4,0,0,2,0,0,33.4,Win
Quals 41 - Shanghai Regional 2025,5449,3,4.6,0,0,0,8.2,6.6,5,4,0,0,12,0,0,43.4,Win
Quals 42 - Shanghai Regional 2025,6353,3,4.6,0,0,1,16.5,4,0,1.3,0,4,2,0,0,36.4,Loss
Quals 42 - Shanghai Regional 2025,9635,3,4.6,0,0,1,16.5,4,0,1.3,0,4,2,0,0,36.4,Loss
Quals 42 - Shanghai Regional 2025,5516,3,4.6,0,0,1,16.5,4,0,1.3,0,4,0,0,0,34.4,Loss
