Match,Teams,Auto Leave,Auto Coral L4,Auto Coral L3,Auto Coral L2,Auto Coral L1,Teleop Coral L4,Teleop Coral L3,Teleop Coral L2,Teleop Coral L1,Processor Algae,Net Algae,Endgame,Fouls,Adjustments,Total Score,Result
Quals 42 - Shanghai Regional 2025,8810,3,7.47,0.00,0.00,1.08,17.86,7.14,0.00,0.00,0.00,2.81,0,0.00,0.00,39.36,Win
Quals 43 - Shanghai Regional 2025,8613,3,1.95,0.00,1.10,0.00,14.01,7.81,5.01,1.10,0.00,0.00,12,0.00,0.00,45.98,Win
Quals 43 - Shanghai Regional 2025,10479,3,2.60,0.00,1.47,0.00,18.68,10.42,6.68,1.47,0.00,0.00,0,0.00,0.00,44.32,Win
Quals 43 - Shanghai Regional 2025,6414,3,2.34,0.00,1.32,0.00,16.81,9.37,6.01,1.32,0.00,0.00,2,0.00,0.00,42.17,Win
Quals 43 - Shanghai Regional 2025,6766,3,0.00,0.00,1.23,0.00,15.63,5.02,0.95,2.46,0.00,1.23,0,0.00,0.00,29.52,Loss
Quals 43 - Shanghai Regional 2025,7738,3,0.00,0.00,1.23,0.00,15.63,5.02,0.95,2.46,0.00,1.23,0,0.00,0.00,29.52,Loss
Quals 43 - Shanghai Regional 2025,6907,3,0.00,0.00,1.44,0.00,18.24,5.86,1.11,2.87,0.00,1.44,0,0.00,0.00,33.96,Loss
Quals 44 - Shanghai Regional 2025,9599,3,8.87,0.00,0.00,0.00,25.46,10.16,0.00,0.90,2.57,0.00,0,-0.90,0.00,50.06,Win
Quals 44 - Shanghai Regional 2025,7522,3,8.87,0.00,0.00,0.00,25.46,10.16,0.00,0.90,2.57,0.00,0,-0.90,0.00,50.06,Win
Quals 44 - Shanghai Regional 2025,6494,3,2.96,0.00,0.00,0.00,8.49,3.39,0.00,0.30,0.86,0.00,0,-0.30,0.00,18.70,Win
Quals 44 - Shanghai Regional 2025,6394,3,2.91,0.00,0.00,0.00,6.25,1.64,3.16,1.64,0.00,1.64,2,-0.44,0.00,21.80,Loss
Quals 44 - Shanghai Regional 2025,8011,3,5.81,0.00,0.00,0.00,12.51,3.28,6.32,3.28,0.00,3.28,12,-0.88,0.00,48.60,Loss
Quals 44 - Shanghai Regional 2025,5849,3,5.08,0.00,0.00,0.00,10.94,2.87,5.53,2.87,0.00,2.87,2,-0.77,0.00,34.39,Loss
Quals 45 - Shanghai Regional 2025,5515,3,2.23,0.00,0.00,0.97,6.40,10.27,1.94,0.00,0.00,0.00,2,-1.94,0.00,24.87,Loss
Quals 45 - Shanghai Regional 2025,10438,3,1.70,0.00,0.00,0.74,4.87,7.83,1.48,0.00,0.00,0.00,2,-1.48,0.00,20.14,Loss
Quals 45 - Shanghai Regional 2025,10120,3,2.97,0.00,0.00,1.29,8.53,13.70,2.58,0.00,0.00,0.00,2,-2.58,0.00,31.49,Loss
Quals 45 - Shanghai Regional 2025,10526,3,4.42,0.00,0.00,0.00,11.15,2.50,1.92,0.67,0.00,0.00,2,-0.67,0.00,24.99,Win
Quals 45 - Shanghai Regional 2025,9597,3,5.97,0.00,0.00,0.00,15.05,3.37,2.59,0.91,0.00,0.00,2,-0.91,0.00,31.98,Win
Quals 45 - Shanghai Regional 2025,8015,3,3.41,0.00,0.00,0.00,8.60,1.93,1.48,0.52,0.00,0.00,2,-0.52,0.00,20.42,Win
Quals 47 - Shanghai Regional 2025,10486,3,0.00,0.00,1.44,0.00,3.65,1.44,2.21,0.00,0.00,0.00,0,-3.65,0.00,8.09,Loss
Quals 47 - Shanghai Regional 2025,6353,3,0.00,0.00,2.46,0.00,6.25,2.46,3.79,0.00,0.00,0.00,2,-6.25,0.00,13.71,Loss
Quals 47 - Shanghai Regional 2025,7047,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,-0.00,0.00,5.00,Loss
Quals 47 - Shanghai Regional 2025,5516,3,10.36,0.00,0.00,0.00,10.36,8.21,6.16,2.95,0.00,0.00,2,0.00,0.00,43.04,Win
Quals 47 - Shanghai Regional 2025,10558,3,9.94,0.00,0.00,0.00,9.94,7.89,5.91,2.83,0.00,0.00,2,0.00,0.00,41.51,Win
Quals 47 - Shanghai Regional 2025,6941,3,14.50,0.00,0.00,0.00,14.50,11.50,8.62,4.12,0.00,0.00,2,0.00,0.00,58.24,Win
Quals 51 - Shanghai Regional 2025,7594,3,5.95,0.00,0.00,0.00,15.69,9.14,2.59,1.12,5.09,0.00,2,-1.72,0.00,42.86,Win
Quals 51 - Shanghai Regional 2025,5449,3,7.61,0.00,0.00,0.00,20.08,11.70,3.31,1.43,6.51,0.00,0,-2.21,0.00,51.43,Win
Quals 51 - Shanghai Regional 2025,9599,3,7.14,0.00,0.00,0.00,18.83,10.97,3.10,1.34,6.10,0.00,0,-2.07,0.00,48.41,Win
Quals 51 - Shanghai Regional 2025,7738,3,0.00,0.00,0.00,0.00,0.00,5.43,2.72,0.95,0.00,5.43,2,-0.95,0.00,18.58,Loss
Quals 51 - Shanghai Regional 2025,6394,3,0.00,0.00,0.00,0.00,0.00,1.81,0.91,0.32,0.00,1.81,2,-0.32,0.00,9.53,Loss
Quals 51 - Shanghai Regional 2025,5515,3,0.00,0.00,0.00,0.00,0.00,4.75,2.38,0.83,0.00,4.75,2,-0.83,0.00,16.88,Loss
Quals 52 - Shanghai Regional 2025,6304,3,2.81,0.00,0.00,0.00,12.10,3.24,0.00,1.22,0.00,0.00,0,-2.02,0.00,20.35,Win
Quals 52 - Shanghai Regional 2025,8015,3,3.61,0.00,0.00,0.00,15.55,4.16,0.00,1.57,0.00,0.00,2,-2.59,0.00,27.30,Win
Quals 52 - Shanghai Regional 2025,6941,3,7.38,0.00,0.00,0.00,31.75,8.50,0.00,3.21,0.00,0.00,2,-5.29,0.00,50.55,Win
Quals 52 - Shanghai Regional 2025,6494,3,4.60,0.00,0.00,0.00,13.20,0.87,0.00,0.00,0.00,0.00,2,-0.87,0.00,22.80,Loss
Quals 52 - Shanghai Regional 2025,5516,3,11.50,0.00,0.00,0.00,33.00,2.17,0.00,0.00,0.00,0.00,0,-2.17,0.00,47.50,Loss
Quals 52 - Shanghai Regional 2025,5849,3,4.60,0.00,0.00,0.00,13.20,0.87,0.00,0.00,0.00,0.00,2,-0.87,0.00,22.80,Loss
Quals 53 - Shanghai Regional 2025,10131,3,3.21,0.00,0.00,0.00,13.80,3.69,0.70,0.49,0.00,0.00,2,-1.39,0.00,25.50,Win
Quals 53 - Shanghai Regional 2025,10479,3,4.99,0.00,0.00,0.00,21.46,5.74,1.08,0.76,0.00,0.00,2,-2.17,0.00,36.86,Win
Quals 53 - Shanghai Regional 2025,7522,3,5.61,0.00,0.00,0.00,24.14,6.46,1.22,0.85,0.00,0.00,0,-2.44,0.00,38.84,Win
Quals 53 - Shanghai Regional 2025,7047,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,5.00,Loss
Quals 53 - Shanghai Regional 2025,10526,3,4.76,0.00,0.00,0.00,24.00,5.38,0.00,0.00,0.00,0.00,2,0.00,0.00,39.14,Loss
Quals 53 - Shanghai Regional 2025,7413,3,2.14,0.00,0.00,0.00,10.80,2.42,0.00,0.00,0.00,0.00,0,0.00,0.00,18.36,Loss
Quals 54 - Shanghai Regional 2025,8613,3,1.80,1.57,1.02,0.00,7.75,5.17,4.62,2.03,0.00,0.00,12,0.00,0.00,38.96,Win
Quals 54 - Shanghai Regional 2025,9597,3,2.70,2.35,1.53,0.00,11.62,7.75,6.93,3.05,0.00,0.00,2,0.00,0.00,40.93,Win
Quals 54 - Shanghai Regional 2025,10016,3,2.40,2.09,1.36,0.00,10.33,6.89,6.16,2.71,0.00,0.00,0,0.00,0.00,34.94,Win
Quals 54 - Shanghai Regional 2025,8011,3,2.30,0.00,0.00,0.00,11.60,4.00,0.00,2.60,0.00,0.00,12,-0.70,0.00,34.80,Loss
Quals 54 - Shanghai Regional 2025,7002,3,2.30,0.00,0.00,0.00,11.60,4.00,0.00,2.60,0.00,0.00,0,-0.70,0.00,22.80,Loss
