Match,Teams,Auto Leave,Auto Coral L4,Auto Coral L3,Auto Coral L2,Auto Coral L1,Teleop Coral L4,Teleop Coral L3,Teleop Coral L2,Teleop Coral L1,Processor Algae,Net Algae,Endgame,Fouls,Adjustments,Total Score,Result
Quals 40 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,8011,3,7.89,0.00,0.00,0.00,16.97,13.54,8.49,5.06,0.00,1.11,2,0.00,0.00,58.06,Loss
Quals 40 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6487,3,11.83,0.00,0.00,0.00,25.46,20.31,12.73,7.59,0.00,1.67,2,0.00,0.00,84.59,Loss
Quals 40 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6766,3,7.89,0.00,0.00,0.00,16.97,13.54,8.49,5.06,0.00,1.11,2,0.00,0.00,58.06,Loss
Quals 41 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6907,3,9.34,0.00,0.00,0.00,14.65,8.53,5.55,3.22,0.00,4.27,2,-0.56,0.00,50.00,Win
Quals 41 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,10479,3,11.88,0.00,0.00,0.00,18.64,10.86,7.07,4.10,0.00,5.43,0,-0.72,0.00,60.26,Win
Quals 41 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6941,3,13.58,0.00,0.00,0.00,21.31,12.41,8.08,4.68,0.00,6.20,2,-0.82,0.00,70.44,Win
Quals 41 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6940,3,7.48,0.00,0.00,0.00,16.09,10.73,2.44,1.06,0.00,3.25,12,0.00,0.00,56.05,Loss
Quals 41 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,10523,3,8.16,0.00,0.00,0.00,17.56,11.70,2.66,1.15,0.00,3.55,2,0.00,0.00,49.78,Loss
Quals 41 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,8214,3,11.96,0.00,0.00,0.00,25.75,17.17,3.90,1.69,0.00,5.20,2,0.00,0.00,70.67,Loss
Quals 42 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,7047,0,2.12,0.00,0.00,0.00,10.71,6.09,2.77,3.69,0.00,1.20,2,-0.65,0.00,27.93,Win
Quals 42 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,9635,3,2.65,0.00,0.00,0.00,13.38,7.62,3.46,4.62,0.00,1.50,0,-0.81,0.00,35.42,Win
Quals 42 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,5515,3,2.12,0.00,0.00,0.00,10.71,6.09,2.77,3.69,0.00,1.20,0,-0.65,0.00,28.93,Win
Quals 42 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6494,3,0.00,0.00,0.00,0.82,0.00,4.34,2.45,4.34,0.00,0.00,2,0.00,0.00,16.95,Loss
Quals 42 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,9994,3,0.00,0.00,0.00,1.09,0.00,5.78,3.27,5.78,0.00,0.00,12,0.00,0.00,30.92,Loss
Quals 42 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,5849,0,0.00,0.00,0.00,1.09,0.00,5.78,3.27,5.78,0.00,0.00,0,0.00,0.00,15.92,Loss
Quals 43 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,8810,3,3.45,0.00,1.95,0.00,12.30,0.00,7.50,1.05,0.00,3.90,12,0.00,0.00,45.15,Loss
Quals 43 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,10486,0,2.30,0.00,1.30,0.00,8.20,0.00,5.00,0.70,0.00,2.60,0,0.00,0.00,20.10,Loss
Quals 43 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,7002,3,1.15,0.00,0.65,0.00,4.10,0.00,2.50,0.35,0.00,1.30,2,0.00,0.00,15.05,Loss
Quals 43 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,10541,3,0.00,0.00,1.42,0.00,10.80,8.62,5.45,4.36,4.36,1.42,0,-0.76,0.00,38.67,Win
Quals 43 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,9993,3,0.00,0.00,1.42,0.00,10.80,8.62,5.45,4.36,4.36,1.42,12,-0.76,0.00,50.67,Win
Quals 43 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,9991,3,0.00,0.00,1.06,0.00,8.10,6.46,4.09,3.27,3.27,1.06,12,-0.57,0.00,41.74,Win
Quals 44 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,8015,3,5.66,0.00,0.00,0.00,9.66,7.07,2.88,0.00,0.00,0.63,2,-0.34,0.00,30.56,Win
Quals 44 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,10479,3,12.00,0.00,0.00,0.00,20.48,15.00,6.10,0.00,0.00,1.34,12,-0.72,0.00,69.20,Win
Quals 44 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6706,3,17.14,0.00,0.00,0.00,29.26,21.43,8.72,0.00,0.00,1.92,2,-1.03,0.00,82.44,Win
Quals 44 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6433,3,3.95,0.00,0.00,0.00,10.42,4.52,2.29,2.29,0.00,2.29,2,0.00,0.00,30.76,Loss
Quals 44 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6941,3,9.57,0.00,0.00,0.00,25.25,10.96,5.55,5.55,0.00,5.55,2,0.00,0.00,67.43,Loss
Quals 44 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,10523,3,7.18,0.00,0.00,0.00,18.94,8.22,4.16,4.16,0.00,4.16,12,0.00,0.00,61.82,Loss
